B5868|scaffold_445_10740_11375	bafPseudo	87.58	636	78	1	636	1	1	635	6.2e-155	533.2
B5868|scaffold_445_10740_11375	bafB	81.13	636	119	1	636	1	1	635	4.8e-131	453.9
B5868|scaffold_445_10740_11375	bafD	72.32	643	169	9	1	636	1	641	3.5e-97	341.4
B5868|scaffold_445_10740_11375	bafA_cryptic	71.85	643	168	13	636	1	1	637	7e-94	330.4
B5868|scaffold_445_10740_11375	bafC	59.29	533	194	23	536	10	110	625	1.6e-36	139.8
B5868|scaffold_284_14015_14649	bafPseudo	88.66	635	72	0	1	635	1	635	6.8e-167	573.0
B5868|scaffold_284_14015_14649	bafB	80.47	635	124	0	1	635	1	635	3.5e-135	467.6
B5868|scaffold_284_14015_14649	bafD	70.30	633	180	8	635	10	1	632	4.9e-93	327.6
B5868|scaffold_284_14015_14649	bafA_cryptic	69.94	632	180	10	10	635	10	637	1.2e-90	319.7
B5868|scaffold_284_14015_14649	bafC	57.97	533	200	24	101	626	110	625	2.6e-32	125.9
B5960_CDC_29|scaffold_165_15032_15666	bafPseudo	88.66	635	72	0	1	635	1	635	1.6e-162	558.4
B5960_CDC_29|scaffold_165_15032_15666	bafB	80.47	635	124	0	1	635	1	635	1.2e-131	455.8
B5960_CDC_29|scaffold_165_15032_15666	bafD	70.30	633	180	8	635	10	1	632	1.4e-90	319.5
B5960_CDC_29|scaffold_165_15032_15666	bafA_cryptic	69.94	632	180	10	10	635	10	637	2.8e-88	311.8
B5960_CDC_29|scaffold_165_15032_15666	bafC	57.97	533	200	24	101	626	110	625	1.8e-31	123.1
B5960_CDC_29|scaffold_134_39287_39922	bafPseudo	87.58	636	78	1	1	636	1	635	2e-153	528.2
B5960_CDC_29|scaffold_134_39287_39922	bafB	81.13	636	119	1	1	636	1	635	9e-130	449.6
B5960_CDC_29|scaffold_134_39287_39922	bafD	72.32	643	169	9	636	1	1	641	3.1e-96	338.2
B5960_CDC_29|scaffold_134_39287_39922	bafA_cryptic	71.85	643	168	13	1	636	1	637	5.8e-93	327.4
B5960_CDC_29|scaffold_134_39287_39922	bafC	59.29	533	194	23	101	627	110	625	3.8e-36	138.6
CM2730|scaffold_296_13438_14072	bafC	85.33	627	89	3	1	626	1	625	1.7e-153	528.4
CM2730|scaffold_296_13438_14072	bafD	64.15	650	209	24	635	1	1	641	5.6e-67	241.0
CM2730|scaffold_296_13438_14072	bafA_cryptic	63.89	648	210	24	1	635	1	637	5.3e-64	231.2
CM2730|scaffold_296_13438_14072	bafB	62.15	650	216	30	1	635	1	635	3.2e-57	208.6
