bafPseudo	Af293|scaffold_19	100.00	635	0	0	1	635	194332	194966	1.1e-134	486.8
bafPseudo	AF293-VKBR1|scaffold_11	100.00	635	0	0	635	1	99810	100444	1.1e-134	486.8
bafPseudo	CM7632|scaffold_13	100.00	635	0	0	635	1	64787	65421	1.1e-134	486.8
bafPseudo	AF293|scaffold_10	100.00	635	0	0	635	1	64790	65424	1.1e-134	486.8
bafPseudo	AF293-VKBR3|scaffold_13	100.00	635	0	0	1	635	193404	194038	1.1e-134	486.8
bafPseudo	F7763|scaffold_80	100.00	635	0	0	635	1	70883	71517	1.4e-134	486.5
bafPseudo	AF293-VKWH2|scaffold_11	100.00	635	0	0	1	635	155035	155669	1.7e-134	486.2
bafPseudo	CF098|scaffold_483	100.00	635	0	0	1	635	11244	11878	3.6e-134	485.1
bafPseudo	F18304|scaffold_465	100.00	635	0	0	1	635	11244	11878	3.6e-134	485.1
bafPseudo	TP12|scaffold_508	100.00	635	0	0	635	1	6092	6726	4.9e-134	484.7
bafPseudo	IFM_58026|scaffold_372	90.71	635	59	0	1	635	19848	20482	1.5e-110	406.6
bafPseudo	ISSF_21|scaffold_26	90.08	635	63	0	635	1	5259	5893	2.3e-109	402.7
bafPseudo	AF300|scaffold_197	90.08	635	63	0	635	1	20943	21577	4.6e-109	401.7
bafPseudo	COH_762|scaffold_109	90.08	635	63	0	1	635	15038	15672	5e-109	401.6
bafPseudo	B10540_CDC-20|scaffold_123	89.92	635	64	0	635	1	12152	12786	1.5e-108	400.0
bafPseudo	JN10|scaffold_885	89.92	635	64	0	1	635	6707	7341	3e-108	399.0
bafPseudo	B5258_CDC_22|scaffold_16	89.61	635	66	0	635	1	19055	19689	3.6e-108	398.7
bafPseudo	COH_1192|scaffold_21	89.61	635	66	0	635	1	42408	43042	3.6e-108	398.7
bafPseudo	COH_371|scaffold_16	89.61	635	66	0	635	1	19052	19686	3.6e-108	398.7
bafPseudo	B5257_CDC-28|scaffold_15	89.61	635	66	0	635	1	48298	48932	3.6e-108	398.7
bafPseudo	F18149-JCVI|scaffold_8	89.61	635	66	0	635	1	8144	8778	3.6e-108	398.7
bafPseudo	CM3248|scaffold_7	89.61	635	66	0	1	635	258008	258642	4e-108	398.6
bafPseudo	F18454|scaffold_44	89.61	635	66	0	1	635	50600	51234	6.1e-108	398.0
bafPseudo	CM5757|scaffold_20	89.61	635	66	0	635	1	185051	185685	6.6e-108	397.9
bafPseudo	F16134|scaffold_135	89.61	635	66	0	635	1	8133	8767	7.6e-108	397.7
bafPseudo	MO54056EXP|scaffold_104	89.61	635	66	0	635	1	7624	8258	8.9e-108	397.4
bafPseudo	B1821_CDC-8|scaffold_36	89.45	635	67	0	635	1	19061	19695	9.1e-108	397.4
bafPseudo	MO89263LAB|scaffold_46	89.45	635	67	0	1	635	21863	22497	9.1e-108	397.4
bafPseudo	F14403|scaffold_13	89.45	635	67	0	635	1	187014	187648	9.1e-108	397.4
bafPseudo	akuBKU80|scaffold_330	89.61	635	66	0	635	1	19074	19708	9.6e-108	397.3
bafPseudo	B7586_CDC-30|scaffold_116	89.61	635	66	0	1	635	6730	7364	9.7e-108	397.3
bafPseudo	F15767|scaffold_342	89.61	635	66	0	1	635	14987	15621	1e-107	397.2
bafPseudo	Af10|scaffold_311	89.61	635	66	0	635	1	8133	8767	1e-107	397.2
bafPseudo	IFM_60514|scaffold_293	89.61	635	66	0	635	1	19008	19642	1e-107	397.2
bafPseudo	CEA10-MCH|scaffold_322	89.61	635	66	0	635	1	20994	21628	1.1e-107	397.2
bafPseudo	CEA10-2|scaffold_365	89.61	635	66	0	635	1	16911	17545	1.1e-107	397.1
bafPseudo	A1163|scaffold_152	89.61	635	66	0	635	1	10472	11106	1.2e-107	397.0
bafPseudo	CM7510|scaffold_441	89.61	635	66	0	1	635	6730	7364	1.3e-107	396.9
bafPseudo	MO69250EXP|scaffold_44	89.45	635	67	0	635	1	204133	204767	1.3e-107	396.9
bafPseudo	CEA10|scaffold_404	89.61	635	66	0	635	1	7291	7925	1.3e-107	396.8
bafPseudo	MO76959EXP|scaffold_48	89.45	635	67	0	635	1	204137	204771	1.4e-107	396.8
bafPseudo	B5460_CDC-13|scaffold_115	89.45	635	67	0	1	635	6730	7364	1.6e-107	396.6
bafPseudo	F17999|scaffold_57	89.45	635	67	0	635	1	20999	21633	1.8e-107	396.4
bafPseudo	IFM_61407|scaffold_658	89.61	635	66	0	635	1	5309	5943	2e-107	396.2
bafPseudo	IFM_61610|scaffold_2	89.29	635	68	0	635	1	19007	19641	2.3e-107	396.1
bafPseudo	1F1SW_F4|scaffold_19	89.29	635	68	0	635	1	107036	107670	2.3e-107	396.1
bafPseudo	MO78722EXP|scaffold_48	89.29	635	68	0	1	635	31721	32355	2.3e-107	396.1
bafPseudo	F21732|scaffold_24	89.29	635	68	0	635	1	94409	95043	2.3e-107	396.1
bafPseudo	B5288_CDC-16|scaffold_44	89.29	635	68	0	1	635	15047	15681	2.3e-107	396.1
bafPseudo	Mg18-1|scaffold_6	89.29	635	68	0	635	1	209679	210313	2.3e-107	396.1
bafPseudo	B72911_CDC-15|scaffold_85	89.29	635	68	0	1	635	15080	15714	2.7e-107	395.8
bafPseudo	IFM_61118|scaffold_664	89.61	635	66	0	635	1	2565	3199	2.8e-107	395.8
bafPseudo	117535A-1.1|scaffold_48	89.29	635	68	0	635	1	209680	210314	3.4e-107	395.5
bafPseudo	AFIS_2101_CDC-1|scaffold_111	89.29	635	68	0	635	1	48432	49066	3.7e-107	395.4
bafPseudo	08-36-03-25|scaffold_175	89.45	635	67	0	1	635	772	1406	4.7e-107	395.0
bafPseudo	C56A.1-1.1|scaffold_187	89.29	635	68	0	1	635	14210	14844	5.3e-107	394.9
bafPseudo	F18085|scaffold_7	89.13	635	69	0	1	635	402604	403238	5.8e-107	394.7
bafPseudo	F16311|scaffold_68	89.13	635	69	0	1	635	60473	61107	6.5e-107	394.6
bafPseudo	CM6126|scaffold_277	89.13	635	69	0	1	635	14955	15589	1.3e-106	393.5
bafPseudo	F18149-Manchester|scaffold_305	89.13	635	69	0	635	1	8393	9027	2e-106	393.0
bafPseudo	CM237|scaffold_388	89.13	635	69	0	1	635	6779	7413	2.1e-106	392.9
bafPseudo	NCPF-7820|scaffold_614	89.13	635	69	0	635	1	7402	8036	2.1e-106	392.8
bafPseudo	COH_762|scaffold_8	88.82	635	71	0	635	1	185515	186149	3.7e-106	392.1
bafPseudo	1F1SW_F4|scaffold_12	88.82	635	71	0	1	635	35385	36019	3.7e-106	392.1
bafPseudo	COH_880|scaffold_27	88.82	635	71	0	635	1	247007	247641	3.9e-106	392.0
bafPseudo	AFIS_2101_CDC-1|scaffold_113	88.82	635	71	0	1	635	35374	36008	6e-106	391.4
bafPseudo	COH_400|scaffold_116	88.82	635	71	0	1	635	24333	24967	6e-106	391.3
bafPseudo	B6894_CDC_5|scaffold_151	88.82	635	71	0	635	1	20137	20771	6.4e-106	391.3
bafPseudo	B6893_CDC-4|scaffold_133	88.82	635	71	0	635	1	20095	20729	6.4e-106	391.3
bafPseudo	ISSF_21|scaffold_42	88.82	635	71	0	635	1	156099	156733	7.5e-106	391.0
bafPseudo	IFM_60514|scaffold_219	88.82	635	71	0	635	1	5657	6291	7.6e-106	391.0
bafPseudo	Afu_942_09|scaffold_19	88.66	635	72	0	1	635	9425	10059	9.3e-106	390.7
bafPseudo	ATCC_46645|scaffold_36	88.66	635	72	0	635	1	55169	55803	9.3e-106	390.7
bafPseudo	Afu_257_E11|scaffold_8	88.66	635	72	0	635	1	439403	440037	9.3e-106	390.7
bafPseudo	10-01-02-27|scaffold_53	88.66	635	72	0	635	1	87418	88052	9.3e-106	390.7
bafPseudo	AFIS1435_CDC_6|scaffold_33	88.66	635	72	0	1	635	35386	36020	9.3e-106	390.7
bafPseudo	Afu_166_E11|scaffold_24	88.66	635	72	0	1	635	9358	9992	9.3e-106	390.7
bafPseudo	F15390|scaffold_16	88.66	635	72	0	1	635	269263	269897	9.3e-106	390.7
bafPseudo	Afu_591_12|scaffold_19	88.66	635	72	0	1	635	9425	10059	9.3e-106	390.7
bafPseudo	F5211G|scaffold_45	88.66	635	72	0	635	1	87407	88041	9.3e-106	390.7
bafPseudo	B7586_CDC-30|scaffold_3	88.66	635	72	0	1	635	35077	35711	9.3e-106	390.7
